"","id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365","number_of_reviews_ltm","license","cleaning_fee","neigh_simp","price_3_nights"
"119",12156425,"1801/Black Pearl Cottage *5 Night Minimum ALL Year*",62542564,"Kendall & Potter Property Mgmt",NA,"City of Santa Cruz",36.96434,-122.00715,"Entire home/apt",1210,5,3,2021-09-30,0.37,26,343,3,NA,24.2,"City of Santa Cruz",3654.2
"120",12156428,"779/The Waves *BEACH FRONT* 3 Nts minimum Off seas/5 Nts minimum Summer/Holidays",62542564,"Kendall & Potter Property Mgmt",NA,"Unincorporated Areas",36.97763,-121.92719,"Entire home/apt",833,3,21,2021-12-19,0.53,26,210,12,NA,16.66,"Unincorporated Areas",2515.66
"121",12166807,"Discount 33%… Great  location 50yds to ocean!",41668096,"Tim",NA,"City of Santa Cruz",36.9513,-122.05236,"Entire home/apt",870,3,48,2021-12-27,0.7,1,358,11,NA,17.4,"City of Santa Cruz",2627.4
"122",12324893,"Peaceful apt., garden setting, in the redwoods",66500574,"Allison",NA,"Unincorporated Areas",37.03821,-122.07942,"Entire home/apt",73,3,82,2020-08-23,1.23,1,212,0,NA,1.46,"Unincorporated Areas",220.46
"123",12432125,"Beachbreak Bungalow",67249458,"Amy & Dave",NA,"City of Capitola",36.95941,-121.97654,"Entire home/apt",350,5,3,2019-09-13,0.05,1,0,0,NA,7,"City of Capitola",1057
"124",12455372,"The Cottage-  1.5 blocks to awesome beach",205600,"Kim",NA,"Unincorporated Areas",36.96455,-121.99146,"Entire home/apt",250,4,5,2020-09-30,0.12,2,191,0,NA,5,"Unincorporated Areas",755
"125",12626252,"Harborside Retreat-Ocean View",68554476,"Jan",NA,"City of Santa Cruz",36.96538,-121.99911,"Entire home/apt",564,3,46,2021-11-22,0.68,1,175,24,NA,11.28,"City of Santa Cruz",1703.28
"126",12642083,"Socially Distant Yet Close  Wildlife Habitat, Deck",3079295,"Robert",NA,"Unincorporated Areas",37.08697,-122.07078,"Entire home/apt",500,3,87,2021-11-07,1.28,1,237,7,NA,10,"Unincorporated Areas",1510
"127",12924920,"Comfy Camping   Trailer Delivered to your Campsite",70924254,"Will",NA,"Unincorporated Areas",36.95086,-121.86889,"Entire home/apt",100,3,20,2021-07-06,0.3,1,186,2,NA,2,"Unincorporated Areas",302
"128",13031429,"Rio Del Mar-200 Flat Steps to Beach",72012819,"Diana & Kirk",NA,"Unincorporated Areas",36.9697,-121.9046,"Entire home/apt",529,3,53,2021-11-28,0.79,3,343,8,NA,10.58,"Unincorporated Areas",1597.58
"129",13040112,"Double Bedroom in Comfy Felton Home",17838069,"Audrey",NA,"Unincorporated Areas",37.0549,-122.07393,"Private room",50,4,51,2018-07-24,0.75,4,0,0,NA,1,"Unincorporated Areas",151
"130",13083594,"Peaceful and Private Seabright  Studio",72593471,"Dan",NA,"City of Santa Cruz",36.97502,-122.01334,"Private room",39,28,5,2018-04-11,0.08,2,269,0,NA,0.78,"City of Santa Cruz",117.78
"131",13099966,"Panoramic Ocean Views - Across Street from Beach",72012819,"Diana & Kirk",NA,"Unincorporated Areas",36.96051,-121.89141,"Entire home/apt",777,3,19,2021-10-30,0.3,3,316,5,NA,15.54,"Unincorporated Areas",2346.54
"132",13152416,"Private and clean! Perfect for traveling nurses!",1890325,"Kelly",NA,"City of Watsonville",36.90685,-121.77447,"Private room",45,30,13,2020-12-07,0.19,2,147,0,NA,0.9,"Other",135.9
"133",13158161,"Cozy Loft in the Redwoods",46724155,"Scott",NA,"Unincorporated Areas",37.02611,-122.09522,"Entire home/apt",127,3,48,2021-10-28,0.71,2,0,13,NA,2.54,"Unincorporated Areas",383.54
"134",13234295,"Homie's Hideaway",2239911,"James",NA,"City of Santa Cruz",36.96826,-122.03378,"Entire home/apt",185,3,124,2021-11-28,1.84,1,247,10,NA,3.7,"City of Santa Cruz",558.7
"135",13263097,"Fab Harbor/Ocean Views - Min to Beaches/Boardwalk",72012819,"Diana & Kirk",NA,"City of Santa Cruz",36.96771,-122.00394,"Entire home/apt",721,3,26,2021-11-01,0.41,3,292,5,NA,14.42,"City of Santa Cruz",2177.42
"136",13436121,"Charming Seabright Garden House",1803583,"Suzanne",NA,"City of Santa Cruz",36.98197,-122.01671,"Entire home/apt",585,4,13,2021-07-31,0.19,2,267,3,NA,11.7,"City of Santa Cruz",1766.7
"137",13448399,"Spacious Sunny Getaway Near Harbor and Beaches",1489277,"Gabriel",NA,"City of Santa Cruz",36.98209,-121.99199,"Entire home/apt",582,3,32,2021-12-26,0.49,6,0,10,NA,11.64,"City of Santa Cruz",1757.64
"138",13643315,"Succulent Garden House: Entire Home",65653925,"Spencer",NA,"City of Capitola",36.96197,-121.96605,"Entire home/apt",600,7,23,2020-12-27,0.34,1,355,0,NA,12,"City of Capitola",1812
"139",13782236,"Work Remote @Modern Beach Retreat-Free EV Charging",13360884,"Tracie",NA,"Unincorporated Areas",36.97376,-121.90239,"Entire home/apt",350,3,115,2021-12-12,2,1,213,22,NA,7,"Unincorporated Areas",1057
"140",13931522,"The View You Want!  Historic Charmer By The Sea",51003705,"Bailey Property Management",NA,"Unincorporated Areas",36.96236,-121.99432,"Entire home/apt",605,3,16,2021-12-25,0.52,33,223,12,NA,12.1,"Unincorporated Areas",1827.1
"141",14009107,"Ocean beachfront Pajaro Dunes Watsonville CA",5350357,"Carol And David",NA,"Unincorporated Areas",36.8577,-121.81444,"Entire home/apt",1111,3,46,2021-02-15,1.25,1,109,4,NA,22.22,"Unincorporated Areas",3355.22
"142",14070845,"Magical Huckleberry Woods Sanctuary w/Pool and Spa",67958243,"EJ And Nancy",NA,"Unincorporated Areas",37.1295,-122.1233,"Entire home/apt",332,3,27,2021-10-26,0.42,1,258,15,NA,6.64,"Unincorporated Areas",1002.64
"143",14075165,"Magical Private Beach Cottage, Steps to the Beach",84569175,"Sharon",NA,"City of Capitola",36.95749,-121.97638,"Entire home/apt",300,5,28,2021-08-22,0.43,1,181,6,NA,6,"City of Capitola",906
"144",14368117,"Cozy Orchard Studio in the Redwoods",46724155,"Scott",NA,"Unincorporated Areas",37.02578,-122.095,"Entire home/apt",80,3,46,2021-03-01,0.7,2,0,5,NA,1.6,"Unincorporated Areas",241.6
"145",14376494,"4 Bedroom Felton Home",17838069,"Audrey",NA,"Unincorporated Areas",37.05398,-122.07425,"Entire home/apt",150,4,7,2019-04-01,0.11,4,0,0,NA,3,"Unincorporated Areas",453
"146",14590504,"Relaxing West Side Beach House",51003705,"Bailey Property Management",NA,"City of Santa Cruz",36.95038,-122.04882,"Entire home/apt",725,3,33,2021-12-26,0.51,33,146,8,NA,14.5,"City of Santa Cruz",2189.5
"147",14627704,"OCEANFRONT@BEACH SANTA CRUZ FOR 1-6 PEOPLE. DOG OK",90805277,"Karri",NA,"City of Santa Cruz",36.94977,-122.04869,"Entire home/apt",750,3,11,2020-01-05,0.19,2,354,0,NA,15,"City of Santa Cruz",2265
"148",14688549,"Sunny bedroom near the beach!",3676874,"Katie",NA,"City of Watsonville",36.9322,-121.79723,"Private room",50,3,0,NA,NA,2,0,0,NA,1,"Other",151
"149",14886219,"Romantic & Historic Spanish Style Home with Bicycles For Two",51851824,"Jenna",NA,"City of Santa Cruz",36.96814,-122.04475,"Entire home/apt",333,3,234,2021-12-13,3.68,1,164,42,NA,6.66,"City of Santa Cruz",1005.66
"150",15150073,"Ridgeline Mountain Tree House",22927727,"Susie",NA,"Unincorporated Areas",37.0484,-122.06222,"Entire home/apt",425,5,77,2021-09-06,1.29,1,167,14,NA,8.5,"Unincorporated Areas",1283.5
"151",15289835,"Steps to the Beach Exec. Retreat ~ February, 2022",5696442,"Ann",NA,"City of Capitola",36.95889,-121.98038,"Entire home/apt",200,30,0,NA,NA,1,173,0,NA,4,"City of Capitola",604
"152",15422523,"Charming room in a Santa Cruz home",87798853,"Marina",NA,"Unincorporated Areas",36.9906,-121.97825,"Private room",84,3,214,2021-10-25,3.39,3,88,27,NA,1.68,"Unincorporated Areas",253.68
"153",15501525,"Grand Space- Open Floors",61172688,"Chibo",NA,"Unincorporated Areas",36.99091,-121.95526,"Entire home/apt",350,3,7,2020-11-28,0.11,2,177,0,NA,7,"Unincorporated Areas",1057
"154",15632525,"Coastal Mountain Access",22071917,"Greg",NA,"Unincorporated Areas",36.98779,-121.94821,"Entire home/apt",221,5,79,2021-12-14,1.42,2,37,12,NA,4.42,"Unincorporated Areas",667.42
"155",15820158,"Stay-cation at Serenity",13486009,"Mary",NA,"Unincorporated Areas",36.97503,-121.91531,"Entire home/apt",389,3,164,2021-11-26,2.69,1,169,26,NA,7.78,"Unincorporated Areas",1174.78
"156",15971065,"Cozy little room in a Santa Cruz home",87798853,"Marina",NA,"Unincorporated Areas",36.99191,-121.97825,"Private room",65,3,206,2021-11-24,3.31,3,88,32,NA,1.3,"Unincorporated Areas",196.3
"157",16042569,"The Fox's Den A Relaxing 1 Bedroom Redwood Retreat",51444016,"Laura",NA,"Unincorporated Areas",36.9934,-121.89565,"Entire home/apt",199,3,294,2021-12-18,4.85,1,89,55,NA,3.98,"Unincorporated Areas",600.98
"158",16057717,"Ocean Front Townhome - On the Beach, Manresa Beach",35565555,"Marji",NA,"Unincorporated Areas",36.931,-121.86149,"Entire home/apt",385,3,55,2021-12-06,0.9,1,148,11,NA,7.7,"Unincorporated Areas",1162.7
"159",16415027,"Room with a view on the Pleasure Point surf break",105225852,"Annie",NA,"City of Capitola",36.95778,-121.97048,"Private room",188,3,190,2021-11-22,3.25,1,73,34,NA,3.76,"City of Capitola",567.76
"160",16454763,"30day min stay Aptos condo short walk to the beach",53757487,"Sally",NA,"Unincorporated Areas",36.95575,-121.87501,"Entire home/apt",129,30,30,2021-11-18,0.53,1,211,3,NA,2.58,"Unincorporated Areas",389.58
"161",16557633,"Serenity Overlooking The Beach",109030873,"Carrie",NA,"Unincorporated Areas",36.97524,-121.91595,"Entire home/apt",350,30,1,2021-07-23,0.19,1,359,1,NA,7,"Unincorporated Areas",1057
"162",16795831,"Comfy Capitola Village Condo,walk to all the fun!",21385981,"Dan",NA,"City of Capitola",36.97376,-121.95264,"Entire home/apt",197,7,67,2021-11-15,1.14,1,118,8,NA,3.94,"City of Capitola",594.94
"163",16847133,"Classy Getaway with Ocean Views",50468097,"Tom",NA,"Unincorporated Areas",37.00837,-122.01535,"Entire home/apt",210,3,62,2021-12-07,1.36,1,166,17,NA,4.2,"Unincorporated Areas",634.2
"164",16928151,"Spanish style, gated community, great ocean views",32933954,"Irine And Alex",NA,"City of Santa Cruz",36.96406,-122.02322,"Private room",72,31,4,2021-12-20,0.42,3,292,4,NA,1.44,"City of Santa Cruz",217.44
"165",17478266,"Aloha Beach House - Air Cleaning System installed!",118394874,"Andy",NA,"City of Capitola",36.95766,-121.97343,"Entire home/apt",386,3,70,2021-11-28,1.23,1,208,11,NA,7.72,"City of Capitola",1165.72
"166",17569455,"Cute room in a Santa Cruz home",87798853,"Marina",NA,"Unincorporated Areas",36.9915,-121.97859,"Private room",70,3,162,2021-10-03,2.77,3,90,2,NA,1.4,"Unincorporated Areas",211.4
"167",17806876,"Kid Friendly Home w/Gourmet Kitchen near Capitola",5375908,"Tootsie",NA,"City of Capitola",36.9762,-121.97247,"Entire home/apt",195,4,13,2021-02-24,0.24,1,0,3,NA,3.9,"City of Capitola",588.9
"168",17826786,"Relaxing Oceanfront Home just Minutes to Beaches",68132001,"Turiya",NA,"City of Capitola",36.96621,-121.95953,"Entire home/apt",1150,3,64,2021-11-29,1.2,1,236,22,NA,23,"City of Capitola",3473
"169",18039624,"Fantastic Santa Cruz House with White Water Views",124034182,"John",NA,"City of Santa Cruz",36.94962,-122.05436,"Entire home/apt",670,3,17,2020-07-23,0.31,1,332,0,NA,13.4,"City of Santa Cruz",2023.4
"170",18413736,"Charming Capitola Beach House",1138417,"Michele",NA,"City of Capitola",36.97582,-121.95064,"Entire home/apt",250,30,2,2021-06-06,0.21,1,83,2,NA,5,"City of Capitola",755
"171",18610607,"The ""Sea Pearl"" at Seabright Beach in Santa Cruz",50311315,"Joanna",NA,"City of Santa Cruz",36.96606,-122.00794,"Entire home/apt",421,3,121,2021-11-28,2.18,1,270,32,NA,8.42,"City of Santa Cruz",1271.42
"172",18689995,"Santa Cruz Harbor, Light and Open Guest Suite",129922515,"Michael",NA,"City of Santa Cruz",36.9656,-121.99963,"Private room",250,3,70,2021-08-08,1.26,1,176,14,NA,5,"City of Santa Cruz",755
"173",18716708,"Victorian at the Beach",26065508,"Debra",NA,"City of Santa Cruz",36.96453,-121.9977,"Entire home/apt",775,4,15,2021-07-29,0.35,1,167,3,NA,15.5,"City of Santa Cruz",2340.5
"174",18806870,"A cottage in the heart of the  Seabright Beach!",15867956,"Surf City",NA,"City of Santa Cruz",36.9637,-122.00511,"Entire home/apt",150,30,30,2021-12-02,0.54,43,22,2,NA,3,"City of Santa Cruz",453
"175",19014749,"Cozy 4 BR/2BA Home 2 Blocks from Beach",65907995,"Allison",NA,"City of Santa Cruz",36.9648,-121.99553,"Entire home/apt",550,7,2,2021-08-15,0.04,2,0,1,NA,11,"City of Santa Cruz",1661
"176",19136118,"Vaquita House, with access to Privates Beach",133753979,"Jon",NA,"City of Capitola",36.96747,-121.95817,"Entire home/apt",314,3,29,2021-10-18,0.55,1,180,14,NA,6.28,"City of Capitola",948.28
"177",19136709,"☀️OCEANFRONT. 1/2 block to Beach.Featured on CBS TV",2967064,"Sarah-Jayne",NA,"Unincorporated Areas",36.968914,-121.90461,"Entire home/apt",1900,7,17,2021-12-14,0.58,1,360,6,NA,38,"Unincorporated Areas",5738
"178",19181175,"Santa Cruz, Near Beaches, Private, Quiet & Sweet!",134156931,"Maria",NA,"Unincorporated Areas",36.97437,-121.98673,"Entire home/apt",88,3,165,2021-11-26,3.01,1,129,4,NA,1.76,"Unincorporated Areas",265.76
"179",19242729,"Seacliff Ocean View House, Recently Remodeled",133792257,"Nancy",NA,"Unincorporated Areas",36.97098,-121.90795,"Entire home/apt",425,5,60,2021-10-15,1.09,1,4,1,NA,8.5,"Unincorporated Areas",1283.5
"180",19274130,"Serene Relaxing Home - 4mi. to Beach, 1.5 mi. to Golf",127420250,"PMI Santa",NA,"Unincorporated Areas",37.00489,-122.02024,"Entire home/apt",354,21,71,2021-10-01,1.3,2,223,7,NA,7.08,"Unincorporated Areas",1069.08
"181",19437476,"Quiet Healing Suite in Santa Cruz",62178862,"Mary",NA,"Unincorporated Areas",36.97498,-121.99224,"Private room",122,60,12,2021-12-08,0.22,3,88,1,NA,2.44,"Unincorporated Areas",368.44
"182",19590560,"Cottage under the Oaks",137708320,"Jim And Sue",NA,"Unincorporated Areas",36.97202,-121.9923,"Entire home/apt",129,3,36,2021-10-08,0.67,1,0,7,NA,2.58,"Unincorporated Areas",389.58
"183",19638537,"Beautiful House on the River Walk to Beach",129783160,"Victoria",NA,"City of Capitola",36.97435,-121.95438,"Entire home/apt",150,60,3,2019-02-02,0.07,1,91,0,NA,3,"City of Capitola",453
"184",19656627,"Country French Beach House",89438686,"Judi",NA,"Unincorporated Areas",36.97319,-121.89845,"Entire home/apt",333,5,64,2021-12-26,1.52,1,361,26,NA,6.66,"Unincorporated Areas",1005.66
"185",19703175,"Visit Manresa Beach from a Tranquil Home",45166863,"Gail",NA,"Unincorporated Areas",36.92849,-121.85748,"Entire home/apt",351,3,173,2021-11-22,3.2,1,331,37,NA,7.02,"Unincorporated Areas",1060.02
"186",19825642,"Queenie's at the Beach with Panoramic Ocean Views",36177222,"Jeanne",NA,"Unincorporated Areas",36.96973,-121.90575,"Entire home/apt",457,3,73,2021-10-13,1.36,1,171,23,NA,9.14,"Unincorporated Areas",1380.14
"187",19842992,"Santa Cruz area serene retreat, sleeps 8",3432555,"Geralynn",NA,"Unincorporated Areas",37.05066,-122.05061,"Entire home/apt",300,3,192,2021-12-12,3.56,1,226,42,NA,6,"Unincorporated Areas",906
"188",20074371,"Bring only your suitcase! Beautiful room",17454490,"Gina",NA,"City of Scotts Valley",37.04571,-122.01613,"Private room",85,30,49,2021-10-01,0.92,1,153,1,NA,1.7,"Other",256.7
"189",20195229,"Tranquil Private Casita!",854712,"David",NA,"Unincorporated Areas",37.05084,-121.92889,"Entire home/apt",125,31,2,2020-03-01,0.05,8,300,0,NA,2.5,"Unincorporated Areas",377.5
"190",20271021,"Private Home at foot of Santa Cruz Mountains",144525879,"Ryan",NA,"City of Scotts Valley",37.06037,-121.99809,"Entire home/apt",515,30,13,2020-08-09,0.27,1,201,0,NA,10.3,"Other",1555.3
"191",20307783,"Welcome to Harbor House. Your Favorite Home at the Beach.",110863622,"Aaron",NA,"City of Santa Cruz",36.96717,-122.0072,"Entire home/apt",183,3,154,2021-11-26,2.95,1,182,47,NA,3.66,"City of Santa Cruz",552.66
"192",20502622,"Perfect Beach House in Santa Cruz Boardwalk",854712,"David",NA,"City of Santa Cruz",36.9669,-122.02121,"Entire home/apt",145,31,7,2021-11-05,0.14,8,247,3,NA,2.9,"City of Santa Cruz",437.9
"193",20539707,"Ocean-View Paradise w/ Hot Tub, 1 Block to Beach",143524740,"TurnKey Vacation Rentals",NA,"City of Santa Cruz",36.95503,-122.02605,"Entire home/apt",662,5,13,2021-11-27,0.26,1,185,3,NA,13.24,"City of Santa Cruz",1999.24
"194",20572586,"Half mile to downtown
One mile to the beach",46324399,"Tom",NA,"City of Santa Cruz",36.96845,-122.03535,"Entire home/apt",499,3,91,2021-08-29,2.15,1,8,13,NA,9.98,"City of Santa Cruz",1506.98
"195",20728790,"Capitola Dream Condo - Monthly Rental",148440132,"Caryn",NA,"City of Capitola",36.97068,-121.96286,"Entire home/apt",86,30,3,2021-08-31,0.06,1,301,2,NA,1.72,"City of Capitola",259.72
"196",20848612,"Redwood Pine House in Mt. Hermon",54158241,"Kim",NA,"Unincorporated Areas",37.05079,-122.05515,"Entire home/apt",420,3,53,2021-12-07,1.06,1,179,18,NA,8.4,"Unincorporated Areas",1268.4
"197",21042786,"Casa Tropicale' Cottage, upper Capitola Village",4266162,"Janet & Marty",NA,"City of Capitola",36.97752,-121.95522,"Entire home/apt",144,28,2,2020-01-09,0.04,2,304,0,NA,2.88,"City of Capitola",434.88
"198",21291767,"Just Breathe @ the Pacific Looking Glass RDM Beach",33138626,"Theresa",NA,"Unincorporated Areas",36.96931,-121.90488,"Entire home/apt",413,7,108,2021-01-01,2.22,1,137,1,NA,8.26,"Unincorporated Areas",1247.26
"199",21410398,"Walk to downtown Santa Cruz & Boardwalk",854712,"David",NA,"City of Santa Cruz",36.96756,-122.0326,"Entire home/apt",190,31,10,2021-11-08,0.22,8,181,3,NA,3.8,"City of Santa Cruz",573.8
"200",21668217,"Coastal Mountain Access Deluxe",22071917,"Greg",NA,"Unincorporated Areas",36.98599,-121.94982,"Entire home/apt",246,5,29,2021-12-27,0.6,2,5,13,NA,4.92,"Unincorporated Areas",742.92
"201",21682496,"4 houses to BEACH! Views! Surf! DOG Friendly!",73968952,"Stephanie",NA,"City of Capitola",36.95946,-121.98097,"Entire home/apt",779,3,21,2021-08-29,0.42,1,0,12,NA,15.58,"City of Capitola",2352.58
"202",21786549,"Charming Beachside Cottage",6017247,"Mary Jo",NA,"City of Santa Cruz",36.95596,-122.03111,"Entire home/apt",356,5,61,2021-08-29,1.39,1,153,9,NA,7.12,"City of Santa Cruz",1075.12
"203",21985184,"SPECTACULAR OCEAN-FRONT HOME IN MONTEREY BAY",8284141,"Carl",NA,"Unincorporated Areas",36.85629,-121.81298,"Entire home/apt",1357,3,35,2021-12-17,0.73,1,169,12,NA,27.14,"Unincorporated Areas",4098.14
"204",22342026,"Palm Beach inspired three story Beach Home",51003705,"Bailey Property Management",NA,"Unincorporated Areas",36.9625,-121.89205,"Entire home/apt",710,4,8,2021-09-27,0.2,33,279,2,NA,14.2,"Unincorporated Areas",2144.2
"205",22342535,"Comfortable Beach Home On The Sand",51003705,"Bailey Property Management",NA,"Unincorporated Areas",36.95954,-121.8907,"Entire home/apt",585,3,9,2021-11-06,0.29,33,207,3,NA,11.7,"Unincorporated Areas",1766.7
"206",22527778,"Beach Nest 256",77921432,"Cheshire Rio Realty",NA,"Unincorporated Areas",36.96665,-121.90276,"Entire home/apt",525,3,41,2021-12-23,1.03,39,249,17,NA,10.5,"Unincorporated Areas",1585.5
"207",22527791,"BEACH FRONT HOME  301",77921432,"Cheshire Rio Realty",NA,"Unincorporated Areas",36.96627,-121.9022,"Entire home/apt",650,3,31,2021-11-24,0.68,39,316,12,NA,13,"Unincorporated Areas",1963
"208",22527799,"BEACH FRONT HOME IN PRIVATE GATED COMUNITY 529",77921432,"Cheshire Rio Realty",NA,"Unincorporated Areas",36.96289,-121.89338,"Entire home/apt",918,7,2,2021-07-03,0.12,39,198,1,NA,18.36,"Unincorporated Areas",2772.36
"209",22527805,"Beach Comber 200",77921432,"Cheshire Rio Realty",NA,"Unincorporated Areas",36.97143,-121.90341,"Entire home/apt",310,3,46,2021-12-21,1.03,39,144,22,NA,6.2,"Unincorporated Areas",936.2
"210",22527810,"Large Seascape getaway with ocean view 1089",77921432,"Cheshire Rio Realty",NA,"Unincorporated Areas",36.95406,-121.88116,"Entire home/apt",446,3,29,2021-08-22,0.67,39,0,6,NA,8.92,"Unincorporated Areas",1346.92
"211",22527815,"Beach Walk 307",77921432,"Cheshire Rio Realty",NA,"Unincorporated Areas",36.97293,-121.91214,"Entire home/apt",452,3,33,2021-11-08,0.87,39,34,20,NA,9.04,"Unincorporated Areas",1365.04
"212",22531909,"Capitola Home with a View",165464654,"Stephanie",NA,"City of Capitola",36.9786,-121.94288,"Entire home/apt",120,30,9,2021-07-31,0.27,1,10,3,NA,2.4,"City of Capitola",362.4
"213",22600407,"Breathtaking River Views!!!",166244705,"Earl",NA,"City of Santa Cruz",36.96794,-122.02124,"Entire home/apt",229,28,1,2019-06-10,0.03,1,0,0,NA,4.58,"City of Santa Cruz",691.58
"214",22617191,"Westside Santa Cruz Sanctuary",121125085,"Melissa",NA,"City of Santa Cruz",36.96222,-122.05203,"Entire home/apt",86,4,8,2021-12-03,0.17,1,1,5,NA,1.72,"City of Santa Cruz",259.72
"215",22635373,"Spacious Studio - Rio Del Mar - Fragrance Free",10033590,"Amy",NA,"Unincorporated Areas",36.9693,-121.89637,"Entire home/apt",146,30,20,2019-09-23,0.48,1,0,0,NA,2.92,"Unincorporated Areas",440.92
"216",23045570,"Like a Tree House",64696,"Rene",NA,"City of Santa Cruz",36.96061,-122.04228,"Entire home/apt",80,30,2,2019-08-10,0.05,1,0,0,NA,1.6,"City of Santa Cruz",241.6
"217",23221409,"Cozy Capitola Coastal Cottage-Santa Cruz, CA",172733847,"Michael",NA,"City of Capitola",36.96712,-121.95942,"Entire home/apt",284,3,62,2021-12-21,1.36,1,187,33,NA,5.68,"City of Capitola",857.68
"218",23253316,"Downtown Cutie! Walk to Beach and Wharf!",4261488,"Hallie",NA,"City of Santa Cruz",36.97273,-122.02201,"Entire home/apt",197,3,59,2021-12-14,1.33,5,305,20,NA,3.94,"City of Santa Cruz",594.94
"219",23271806,"Modern Luxury with Breath Taking Views - sleeps 10",52947138,"Karen",NA,"Unincorporated Areas",37.1367,-122.1205,"Entire home/apt",1395,3,81,2021-09-05,1.73,1,249,13,NA,27.9,"Unincorporated Areas",4212.9
"220",23541629,"Victorian Cottage in the Redwoods",1771024,"Kari",NA,"Unincorporated Areas",37.12103,-122.12497,"Entire home/apt",129,4,62,2021-12-12,1.42,1,79,34,NA,2.58,"Unincorporated Areas",389.58
"221",23675693,"Gated Beachfront Retreat with Private Sauna & Deck",154342553,"Turnkey",NA,"Unincorporated Areas",36.95575,-121.88663,"Entire home/apt",987,7,3,2021-11-18,0.1,15,137,1,NA,19.74,"Unincorporated Areas",2980.74
"222",23697624,"Yarrow Beach House",8137798,"Jeannie",NA,"Unincorporated Areas",36.91463,-121.84031,"Private room",55,30,3,2018-10-16,0.07,2,0,0,NA,1.1,"Unincorporated Areas",166.1
"223",23995303,"Charming House - Walk To The Beach",44219274,"Sarah",NA,"Unincorporated Areas",36.97444,-121.91216,"Entire home/apt",381,3,127,2021-12-16,2.95,1,224,42,NA,7.62,"Unincorporated Areas",1150.62
"224",24266741,"[PREV] Hear the sea lions, smell the ocean breeze",54802924,"Anna",NA,"City of Santa Cruz",36.96531,-122.02106,"Entire home/apt",205,30,5,2020-03-23,0.13,1,131,0,NA,4.1,"City of Santa Cruz",619.1
"225",24285978,"3 Bedroom House, Steps to the Beach!",183188466,"Victoria",NA,"Unincorporated Areas",36.9652,-121.89607,"Entire home/apt",595,7,40,2021-09-27,0.91,1,358,9,NA,11.9,"Unincorporated Areas",1796.9
"226",24334591,"Large 3 story beach home- 4 bedrooms sleeps 8!",51003705,"Bailey Property Management",NA,"Unincorporated Areas",36.96958,-121.9022,"Entire home/apt",355,3,16,2020-11-08,0.37,33,100,0,NA,7.1,"Unincorporated Areas",1072.1
"227",24336795,"Pleasure Point Surf House",98870105,"Elai",NA,"City of Capitola",36.95775,-121.97083,"Entire home/apt",246,3,62,2021-03-15,1.38,1,3,1,NA,4.92,"City of Capitola",742.92
"228",24356033,"Full Ocean view condo K",77921432,"Cheshire Rio Realty",NA,"Unincorporated Areas",36.96772,-121.9044,"Entire home/apt",329,3,32,2021-07-16,0.72,39,2,7,NA,6.58,"Unincorporated Areas",993.58
"229",24452697,"Seascape! Blocks to Resort & Beach monthly rental",24413952,"Power West",NA,"Unincorporated Areas",36.95141,-121.87087,"Entire home/apt",219,30,5,2021-09-05,0.11,25,362,2,NA,4.38,"Unincorporated Areas",661.38
"230",24557732,"Sunny Home w/Pool near Beach & Santa Cruz",9978023,"Rachel",NA,"Unincorporated Areas",36.99466,-121.8291,"Entire home/apt",668,5,39,2021-11-27,0.93,1,93,12,NA,13.36,"Unincorporated Areas",2017.36
"231",24604768,"Sweet New Beach Cottage - Clean, quiet, convenient",108882516,"Shelley",NA,"City of Santa Cruz",36.97481,-122.01517,"Entire home/apt",75,30,11,2021-10-31,0.28,1,90,2,NA,1.5,"City of Santa Cruz",226.5
"232",24809055,"Mermaid's Perch with 180Degree Rio Beach View",854712,"David",NA,"Unincorporated Areas",36.96792,-121.90251,"Entire home/apt",375,3,139,2021-12-20,3.21,8,2,60,NA,7.5,"Unincorporated Areas",1132.5
"233",24827990,"Designer Retreat w/ Hot Tub, Huge Backyard Oasis",2529692,"Emily",NA,"City of Santa Cruz",36.96743,-122.04603,"Entire home/apt",399,5,17,2021-11-07,0.39,1,8,4,NA,7.98,"City of Santa Cruz",1204.98
"234",24923207,"""Nonnie's"" Canyon View Retreat",18297629,"Ronald",NA,"Unincorporated Areas",37.05489,-122.05805,"Entire home/apt",325,3,81,2021-11-01,1.86,1,0,23,NA,6.5,"Unincorporated Areas",981.5
"235",25111276,"Incredible ocean views on private beach 531",77921432,"Cheshire Rio Realty",NA,"Unincorporated Areas",36.96072,-121.89359,"Entire home/apt",1512,4,5,2021-04-09,0.34,39,194,2,NA,30.24,"Unincorporated Areas",4566.24
"236",25162726,"Capitola Village jewel 310",77921432,"Cheshire Rio Realty",NA,"City of Capitola",36.9738,-121.95185,"Entire home/apt",285,3,34,2021-10-24,0.79,39,362,13,NA,5.7,"City of Capitola",860.7
"237",25768065,"Quiet Sunny Room in Santa Cruz",62178862,"Mary",NA,"Unincorporated Areas",36.97699,-121.99263,"Private room",100,45,2,2021-08-06,0.05,3,23,1,NA,2,"Unincorporated Areas",302
